    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	          RATIO[3] 
    0.000	   INIT	     1 	   2.92 	   6.43 	      0 	      0 
    0.090	    ARR	     1 	   2.92 	 0.0898 	      0 	      0 
    0.090	 TOPPING	     1 	 0.0898 	 0.0898 	      0 	      0 
    1.587	   COOK	     1 	    1.5 	 0.0898 	      0 	      0 
    1.813	    ARR	     2 	    1.5 	 0.0898 	      0 	      0 
    1.813	 TOPPING	     2 	    1.5 	 0.0898 	      0 	      0 
    2.278	   COOK	     2 	    1.5 	 0.0898 	      0 	      0 
    7.058	  READY	     1 	    1.5 	 0.0898 	      0 	      0 
    7.058	 FINISH	     1 	    1.5 	 0.0898 	      0 	      0 
    7.444	 DELIVER	     1 	    1.5 	   7.35 	      0 	      0 
    8.168	  READY	     2 	    1.5 	   7.35 	      0 	      0 
    8.168	 FINISH	     2 	    1.5 	   7.35 	      0 	      0 
    8.594	 DELIVER	     2 	  0.466 	   6.78 	      0 	      0 
    9.002	    ARR	     3 	  0.466 	   6.78 	      0 	      0 
    9.002	 TOPPING	     3 	  0.466 	   6.78 	      0 	      0 
   11.332	    ARR	     4 	  0.466 	   6.78 	      0 	      0 
   11.332	 TOPPING	     4 	  0.466 	   6.78 	      0 	      0 
   11.949	    ARR	     5 	  0.466 	   6.78 	      0 	      0 
   11.949	 TOPPING	     5 	  0.466 	   6.78 	      0 	      0 
   11.974	   COOK	     3 	  0.466 	   6.78 	      0 	      0 
   12.294	   COOK	     4 	  0.466 	   6.78 	      0 	      0 
   13.875	   COOK	     5 	  0.466 	   6.78 	      0 	      0 
   15.257	    ARR	     6 	  0.466 	   6.78 	      0 	      0 
   15.257	 TOPPING	     6 	  0.466 	   6.78 	      0 	      0 
   15.603	    ARR	     7 	  0.466 	   6.78 	      0 	      0 
   15.603	 TOPPING	     7 	  0.466 	   6.78 	      0 	      0 
   16.947	   COOK	     6 	  0.466 	   6.78 	      0 	      0 
   16.998	  READY	     3 	  0.466 	   6.78 	      0 	      0 
   16.998	 FINISH	     3 	  0.466 	   6.78 	      0 	      0 
   17.382	  READY	     4 	  0.466 	   6.78 	      0 	      0 
